radio,mcc,net,area,cell,lon,lat,created,updated
GSM,404,10,130,2553,77.240067,28.596497,1249379352,1249379352
GSM,404,10,130,19901,77.240067,28.594666,1249379192,1249379192
GSM,404,10,130,2551,77.240524,28.598099,1249379252,1249379252
GSM,404,10,130,283,77.238628,28.604704,1249379432,1249379432
GSM,404,10,130,281,77.240067,28.607525,1249379497,1249379497
GSM,404,10,130,3592,77.240067,28.602905,1249379302,1249379302
GSM,404,10,130,48501,77.245285,28.591169,1249379322,1249379322
GSM,404,10,130,48462,77.240067,28.607843,1249379452,1249379452
GSM,404,10,130,48461,77.240067,28.610782,1249379527,1249379527
GSM,404,10,130,48463,77.24006653,28.60908508,1249379362,1249379362
GSM,404,10,130,1152,77.240067,28.613859,1249379799,1249379799
GSM,404,10,130,1153,77.236259,28.612581,1249379587,1249379587
GSM,404,10,130,48464,77.235785,28.610943,1249379452,1249379452
GSM,404,10,130,17913,77.243033,28.612875,1249379507,1249379507
GSM,404,10,130,1142,77.240201,28.614551,1249379809,1249379809
GSM,404,10,130,1141,77.239807,28.616545,1249379879,1249379879
GSM,404,10,130,51361,77.239914,28.616371,1249379869,1249379869
GSM,404,10,130,1151,77.239674,28.61708,1249379889,1249379889
GSM,404,10,130,1143,77.237549,28.614807,1249379557,1249379557
GSM,404,10,112,9473,77.233592,28.540813,1249378144,1249378144
GSM,404,10,112,53,77.229767,28.543701,1249378557,1249378557
GSM,404,10,112,842,77.23114,28.536987,1343486269,1374099165
GSM,404,10,139,40103,77.23182678,28.54042053,1249378134,1249378134
GSM,404,10,113,7742,77.227478,28.541565,1249378154,1249378154
GSM,404,10,112,7742,77.22786,28.541641,1249378185,1249378185
GSM,404,10,112,7422,77.230713,28.544002,1249378336,1249378336
GSM,404,10,112,10083,77.227868,28.549791,1249378507,1249378507
GSM,404,10,112,3153,77.227908,28.551206,1249378757,1249378757
GSM,404,10,112,7421,77.228321,28.55005,1249378727,1249378727
GSM,404,10,112,13891,77.227418,28.551009,1249378717,1249378717
GSM,404,10,112,3553,77.228165,28.553009,1249378727,1249378727
GSM,404,10,139,7422,77.22770691,28.55003357,1249378285,1249378285
GSM,404,10,112,1332,77.228087,28.553484,1249378767,1249378767
GSM,404,10,112,3151,77.227805,28.550622,1249378747,1249378747
GSM,404,10,139,5411,77.22770691,28.55003357,1249378356,1249378356
GSM,404,30,451,50383,88.308792,22.511385,1343537622,1490654234
GSM,404,10,121,56831,77.13707,28.435974,1247839900,1247839900
GSM,404,10,121,42483,77.13707,28.436018,1247839900,1247839900
GSM,404,10,121,44542,77.13707,28.435879,1247839720,1247839720
GSM,404,10,121,44541,77.136997,28.43605,1247840103,1247840103
GSM,404,10,121,2333,77.131741,28.437067,1343552074,1451294485
GSM,404,10,121,45391,77.134724,28.436394,1247839900,1247839900
GSM,404,10,121,2332,77.135696,28.43627,1343552074,1451294488
GSM,404,10,121,42482,77.1370697,28.43605042,1247841923,1247841923
GSM,404,10,121,45243,77.1370697,28.43605042,1247841163,1247841163
GSM,404,10,121,43203,77.1370697,28.43605042,1247840103,1247840103
GSM,404,10,121,45352,77.1370697,28.43605042,1247839900,1247839900
GSM,404,10,121,43251,77.1370697,28.43605042,1247841743,1247841743
GSM,404,10,121,45241,77.1370697,28.43605042,1247840373,1247840373
GSM,404,10,148,54311,77.1370697,28.43605042,1247839531,1247839531
GSM,404,10,122,44621,77.1370697,28.43605042,1247839678,1247839678
GSM,404,10,121,43253,77.1370697,28.43605042,1247841923,1247841923
GSM,404,10,137,12821,77.363552,28.569592,1343556467,1481978277
GSM,404,10,137,54793,77.364788,28.568714,1343556467,1491729205
GSM,404,10,137,5561,77.364236,28.567069,1343556467,1490331511
GSM,404,10,137,12823,77.363491,28.569039,1343556467,1467843992
GSM,404,10,137,12822,77.363838,28.569035,1343556467,1472648009
GSM,404,10,137,1941,77.362497,28.568844,1343556482,1488541123
GSM,404,10,121,7633,77.135893,28.436142,1247841923,1247841923
GSM,404,10,121,7632,77.1370697,28.43605042,1247841903,1247841903
GSM,404,10,121,16983,77.1370697,28.43605042,1247841923,1247841923
GSM,404,10,112,1331,77.228141,28.553937,1249378848,1249378848
GSM,404,10,112,54143,77.22843,28.554515,1249378808,1249378808
GSM,404,10,112,54141,77.228806,28.555527,1249378777,1249378777
GSM,404,10,112,1333,77.229595,28.557243,1249378818,1249378818
GSM,404,10,112,11053,77.230425,28.559246,1249378828,1249378828
GSM,404,10,112,5022,77.230559,28.559435,1249378838,1249378838
GSM,404,10,112,5021,77.230453,28.558731,1249378798,1249378798
GSM,404,10,112,11052,77.230911,28.560104,1249378828,1249378828
GSM,404,10,143,54143,77.232101,28.562393,1249378868,1249378868
GSM,404,10,112,11051,77.232619,28.562921,1249378878,1249378878
GSM,404,10,143,43712,77.230454,28.564316,1249378868,1249378868
GSM,404,10,133,50583,77.234693,28.57123,1249378969,1249378969
GSM,404,10,143,11053,77.233887,28.56514,1249378878,1249378878
GSM,404,10,133,53803,77.235123,28.568985,1249378969,1249378969
GSM,404,10,143,8622,77.234573,28.566513,1249378898,1249378898
GSM,404,10,133,43712,77.23457336,28.56513977,1249378878,1249378878
GSM,404,10,112,8621,77.231404,28.567358,1249378888,1249378888
GSM,404,10,133,3641,77.234628,28.567804,1249378928,1249378928
GSM,404,10,143,49081,77.23457336,28.56651306,1249378888,1249378888
GSM,404,10,133,3643,77.234402,28.565269,1249378908,1249378908
GSM,404,10,133,53801,77.23594666,28.56925964,1249378928,1249378928
GSM,404,10,133,40643,77.23594666,28.56925964,1249378928,1249378928
GSM,404,10,133,50581,77.237908,28.574557,1249379020,1249379020
GSM,404,10,143,3641,77.236862,28.572006,1249378969,1249378969
GSM,404,10,143,53152,77.236633,28.57132,1249378949,1249378949
GSM,404,10,133,50582,77.238007,28.574066,1249378989,1249378989
GSM,404,10,133,53152,77.238464,28.576126,1249379020,1249379020
GSM,404,10,133,42303,77.237998,28.573825,1249378999,1249378999
GSM,404,10,133,6203,77.238693,28.577499,1249379020,1249379020
GSM,404,10,133,6202,77.238693,28.577499,1249379020,1249379020
GSM,404,10,133,6201,77.238693,28.578873,1249379020,1249379020
GSM,404,10,136,19903,77.240066,28.582535,1249379110,1249379110
GSM,404,10,136,40633,77.23869324,28.57887268,1249379020,1249379020
GSM,404,10,136,19901,77.240628,28.586363,1249379172,1249379172
GSM,404,10,136,19902,77.24144,28.586426,1249379110,1249379110
GSM,404,10,130,48503,77.241128,28.587986,1249379172,1249379172
GSM,404,10,130,42702,77.240295,28.591003,1249379172,1249379172
GSM,404,10,130,42701,77.240891,28.588486,1249379151,1249379151
GSM,404,10,136,56321,77.24006653,28.59260559,1249379162,1249379162
GSM,404,10,130,26321,77.24006653,28.59260559,1249379162,1249379162
GSM,404,10,130,19001,77.239352,28.617819,1249379899,1249379899
GSM,404,10,130,63313,77.237778,28.620529,1249379889,1249379889
GSM,404,10,132,753,77.240829,28.627243,1343618642,1457938986
GSM,404,10,130,63312,77.24006653,28.62007141,1249379829,1249379829
GSM,404,10,130,753,77.236977,28.620758,1249379889,1249379889
GSM,404,10,130,63201,77.2332,28.623642,1249380039,1249380039
GSM,404,10,130,63981,77.23526,28.622131,1249379909,1249379909
GSM,404,10,130,42062,77.23457336,28.62281799,1249379909,1249379909
GSM,404,10,130,42061,77.231827,28.625565,1249379989,1249379989
GSM,404,10,130,56112,77.230866,28.628311,1249379989,1249379989
GSM,404,10,130,64333,77.2332,28.624649,1249379939,1249379939
GSM,404,10,130,64331,77.230911,28.626175,1249379999,1249379999
GSM,404,10,130,64332,77.231483,28.625565,1249379980,1249379980
GSM,404,10,121,45163,77.13682,28.43655,1247838975,1247838975
GSM,404,10,121,49812,77.129234,28.438555,1247838975,1247838975
GSM,404,10,121,2331,77.132844,28.437107,1343618860,1451294485
GSM,404,10,133,16251,77.262039,28.550034,1249310745,1249310745
GSM,404,10,133,1283,77.263756,28.551922,1249310725,1249310725
GSM,404,10,133,6033,77.26341248,28.55003357,1249310725,1249310725
GSM,404,10,133,2173,77.26572,28.558493,1249310745,1249310745
GSM,404,10,139,16251,77.26478577,28.55278015,1249310745,1249310745
GSM,404,10,133,8573,77.265718,28.554006,1249310845,1249310845
GSM,404,10,133,3513,77.271115,28.557019,1249310875,1249310875
GSM,404,10,133,55753,77.270393,28.555527,1249310885,1249310885
GSM,404,10,133,47003,77.269067,28.556415,1249310845,1249310845
GSM,404,10,133,6031,77.26615906,28.55552673,1249310765,1249310765
GSM,404,10,133,8571,77.268855,28.555985,1249310855,1249310855
GSM,404,10,133,8572,77.273672,28.552215,1249310915,1249310915
GSM,404,10,133,6032,77.275257,28.550205,1249310915,1249310915
GSM,404,10,133,1282,77.275772,28.549445,1249310915,1249310915
GSM,404,10,133,1281,77.274757,28.550392,1249310915,1249310915
GSM,404,10,133,25541,77.276917,28.547974,1249310945,1249310945
GSM,404,10,139,5402,77.27577209,28.55003357,1249310905,1249310905
GSM,404,10,133,49581,77.277479,28.54725,1249310955,1249310955
GSM,404,10,133,49582,77.281736,28.541912,1249311005,1249311005
GSM,404,10,114,15061,77.280808,28.542023,1249310995,1249310995
GSM,404,10,114,9341,77.281515,28.541294,1249310995,1249310995
GSM,404,10,133,49583,77.27989197,28.54316711,1249310965,1249310965
GSM,404,10,139,49583,77.28126526,28.54179382,1249310975,1249310975
GSM,404,10,114,47021,77.284482,28.537421,1249311045,1249311045
GSM,404,10,139,703,77.285757,28.53447,1249311015,1249311015
GSM,404,10,139,44393,77.28401184,28.53767395,1249311015,1249311015
GSM,404,10,114,1391,77.29407,28.520815,1249311025,1249311025
GSM,404,10,114,3521,77.28898,28.52868,1249311025,1249311025
GSM,404,10,114,15062,77.287445,28.536987,1249311065,1249311065
GSM,404,10,114,47022,77.284698,28.53447,1249311045,1249311045
GSM,404,10,139,17533,77.291098,28.538062,1249311116,1249311116
GSM,404,10,139,701,77.294647,28.539654,1249311416,1249311416
GSM,404,10,139,17531,77.296989,28.540661,1249311426,1249311426
GSM,404,10,139,15062,77.293625,28.539047,1249311106,1249311106
GSM,404,10,139,702,77.295685,28.539734,1249311116,1249311116
GSM,404,10,138,54822,77.34581,28.58759,1343629162,1489334347
GSM,404,10,138,54821,77.345516,28.589369,1343629162,1487934270
GSM,404,10,138,54823,77.344259,28.587334,1343629162,1489334347
GSM,404,10,138,11003,77.345418,28.589663,1249312178,1249312178
GSM,404,10,138,1802,77.343899,28.585441,1343629162,1490532095
GSM,404,10,130,56113,77.228165,28.627853,1249380009,1249380009
GSM,404,10,130,764,77.227208,28.628561,1343682913,1459929182
GSM,404,10,130,7512,77.229473,28.630469,1249380129,1249380129
GSM,404,10,130,763,77.225518,28.629727,1343682913,1459929182
GSM,404,10,130,3472,77.226059,28.626526,1343682913,1459417593
GSM,404,10,130,7513,77.228622,28.631744,1343682913,1378441993
GSM,404,10,130,762,77.230728,28.631058,1343682913,1459929182
GSM,404,10,130,761,77.226448,28.632317,1343682913,1459929182
GSM,404,10,130,7511,77.230031,28.634438,1249380170,1249380170
GSM,404,10,132,7512,77.230453,28.637066,1343682918,1456580181
GSM,404,10,132,153,77.225539,28.636117,1249380149,1249380149
GSM,404,10,132,152,77.229714,28.635917,1249380190,1249380190
GSM,404,10,132,761,77.230453,28.636093,1249380149,1249380149
GSM,404,10,132,53122,77.230225,28.639984,1249380220,1249380220
GSM,404,10,132,56292,77.229473,28.640867,1249380260,1249380260
GSM,404,10,132,1682,77.234917,28.639984,1343682918,1399680611
GSM,404,10,132,762,77.229996,28.641129,1249380210,1249380210
GSM,404,10,132,56291,77.227158,28.641769,1249380380,1249380380
GSM,404,10,132,48413,77.223113,28.64221,1249380941,1249380941
GSM,404,10,132,7511,77.228623,28.638535,1343682918,1459518451
GSM,404,10,132,48412,77.230061,28.64224,1249380270,1249380270
GSM,404,10,132,43813,77.225876,28.64296,1249380270,1249380270
GSM,404,10,132,48411,77.22633362,28.64341736,1249380260,1249380260
GSM,404,10,132,9562,77.224924,28.64274,1249380761,1249380761
GSM,404,10,151,63762,77.222356,28.642294,1343682919,1491864023
GSM,404,10,132,9563,77.223379,28.642752,1249380761,1249380761
GSM,404,10,151,48412,77.228531,28.640945,1343682922,1483766726
GSM,404,10,151,56291,77.222292,28.642123,1249380771,1249380771
GSM,404,10,151,63763,77.221765,28.642704,1343682927,1491864023
GSM,404,10,132,63763,77.222297,28.642086,1249380771,1249380771
GSM,404,10,137,45911,77.337064,28.569332,1249311898,1249311898
GSM,404,10,137,45912,77.336821,28.565389,1249311828,1249311828
GSM,404,10,137,45913,77.33551,28.566925,1249311838,1249311838
GSM,404,10,137,41113,77.337064,28.568248,1343722644,1488257304
GSM,404,10,137,3482,77.334431,28.565794,1249311888,1249311888
GSM,404,10,137,2581,77.34066,28.568916,1249311878,1249311878
GSM,404,10,137,26951,77.339973,28.564224,1343722644,1465079180
GSM,404,10,137,41111,77.343063,28.572791,1343722645,1485343866
GSM,404,10,137,41112,77.345633,28.57019,1343722645,1488893045
GSM,404,10,137,12483,77.347595,28.57489,1249311978,1249311978
GSM,404,10,137,10062,77.348785,28.572693,1343722650,1489145773
GSM,404,10,138,14853,77.355866,28.580822,1343722650,1488972206
GSM,404,10,137,7692,77.348557,28.574753,1249311948,1249311948
GSM,404,10,137,12683,77.355922,28.569884,1343722651,1484139814
GSM,404,10,137,12482,77.349106,28.576126,1249311968,1249311968
GSM,404,10,137,9041,77.351212,28.571457,1343722651,1489957071
GSM,404,10,137,12481,77.343185,28.574129,1343722651,1488445858
GSM,404,10,138,3713,77.355379,28.57781,1343722651,1489185997
GSM,404,10,138,7692,77.348282,28.577499,1343722652,1442390926
GSM,404,10,138,13172,77.346153,28.580246,1249312038,1249312038
GSM,404,10,138,11163,77.34718323,28.57887268,1249311978,1249311978
GSM,404,10,138,42893,77.349089,28.58246,1343722657,1489957071
GSM,404,10,138,5543,77.34581,28.580704,1249312018,1249312018
GSM,404,10,138,13173,77.343578,28.581276,1249312058,1249312058
GSM,404,10,138,12483,77.348213,28.576126,1343722658,1484090106
GSM,404,10,138,13171,77.345418,28.582993,1249312077,1249312077
GSM,404,10,138,54812,77.345186,28.588111,1343722659,1481772564
GSM,404,10,138,8122,77.343063,28.588486,1249312048,1249312048
GSM,404,10,137,13173,77.34580994,28.58436584,1249312068,1249312068
GSM,404,10,138,45982,77.346454,28.590932,1343722665,1487934270
GSM,404,10,138,45893,77.331413,28.578607,1248892774,1248892774
GSM,404,10,137,991,77.329134,28.580442,1248892774,1248892774
GSM,404,10,137,7111,77.330882,28.578605,1248892774,1248892774
GSM,404,10,138,56282,77.330409,28.579657,1248892774,1248892774
GSM,404,10,138,45891,77.331161,28.580704,1248892754,1248892754
GSM,404,10,137,45891,77.33070374,28.58024597,1248892774,1248892774
GSM,404,37,46001,51292,74.50996399,34.35630798,1343749534,1343749534
GSM,404,10,143,8972,77.204132,28.572693,1251630776,1251630776
GSM,404,10,143,10091,77.20253,28.572006,1251630744,1251630744
GSM,404,10,143,8971,77.204132,28.572693,1251630776,1251630776
GSM,404,10,143,5282,77.206127,28.574557,1343823839,1483073504
GSM,404,10,143,53033,77.20573425,28.57337952,1251630776,1251630776
GSM,404,10,143,3201,77.20573425,28.57337952,1251630776,1251630776
GSM,404,10,143,3573,77.20573425,28.57337952,1251630776,1251630776
GSM,404,10,143,10092,77.20253,28.572006,1251630765,1251630765
UMTS,404,59,710,164310144,75.785294,26.834335,1343827595,1346737463
GSM,404,10,139,17532,77.297138,28.540684,1249311456,1249311456
GSM,404,10,139,1983,77.304537,28.5436,1249311577,1249311577
GSM,404,10,139,46121,77.297697,28.540989,1249311386,1249311386
GSM,404,10,139,44391,77.29637146,28.54042053,1249311186,1249311186
GSM,404,10,139,51303,77.298889,28.5414,1249311436,1249311436
GSM,404,10,114,7681,77.29637146,28.54042053,1249311366,1249311366
GSM,404,10,114,15091,77.304023,28.543265,1249311517,1249311517
GSM,404,10,114,701,77.299461,28.540421,1249311406,1249311406
GSM,404,10,130,18931,77.220921,28.64164,1249380991,1249380991
GSM,404,10,151,9563,77.221355,28.643246,1249380851,1249380851
GSM,404,10,151,1172,77.220919,28.641632,1343900903,1491281208
GSM,404,10,151,1171,77.220203,28.642338,1343900903,1491281208
GSM,404,10,151,10652,77.220154,28.643188,1343900903,1391327658
GSM,404,10,132,10652,77.22084,28.642731,1249380851,1249380851
GSM,404,10,151,24551,77.220025,28.641915,1343900903,1491864023
GSM,404,10,151,41222,77.220726,28.643417,1343900903,1486789955
GSM,404,10,132,151,77.2229,28.638611,1249380981,1249380981
GSM,404,4,229,21483,77.068405,28.713181,1343883118,1343883118
UMTS,404,20,33305,131213979,72.812282,19.133034,1343898347,1343898347
UMTS,404,20,33305,131213980,72.811203,19.13475037,1343898162,1343898162
UMTS,404,20,33305,131216719,72.815552,19.129257,1343898376,1343898376
GSM,404,20,33008,3362,72.816892,19.129257,1343919204,1450861618
UMTS,404,20,33305,131207079,72.819443,19.127356,1343898495,1343898495
UMTS,404,20,33305,131207080,72.818069,19.128227,1343898441,1343898441
UMTS,404,20,33305,131205690,72.821503,19.126511,1343898506,1343898506
UMTS,404,20,33305,131204939,72.82218933,19.12651062,1343898520,1343898520
UMTS,404,20,33305,131207078,72.825648,19.123357,1343898787,1343898787
UMTS,404,20,33305,131220358,72.830429,19.123764,1343898956,1343898956
UMTS,404,20,33305,131213899,72.829901,19.123447,1343898947,1343898947
UMTS,404,20,33305,131213898,72.830704,19.123764,1343898942,1343898942
UMTS,404,20,33303,131220499,72.832489,19.125652,1343898998,1343898998
UMTS,404,20,33305,131260900,72.833691,19.126854,1343899072,1343899072
UMTS,404,20,33303,131220498,72.83454895,19.12788391,1343899063,1343899063
UMTS,404,20,33303,131260900,72.83454895,19.12788391,1343899067,1343899067
UMTS,404,20,33305,131260899,72.836315,19.127295,1343899108,1343899108
UMTS,404,20,33305,131220550,72.83729553,19.12788391,1343899124,1343899124
UMTS,404,20,33305,131216750,72.837296,19.128159,1343899149,1343899149
UMTS,404,20,33305,131216748,72.837296,19.129715,1343899180,1343899180
UMTS,404,20,33305,131220769,72.837296,19.131629,1343899237,1343899237
UMTS,404,20,33305,131220770,72.837296,19.134875,1343899377,1343899377
UMTS,404,20,33305,131217479,72.837296,19.136734,1343899386,1343899386
GSM,404,10,121,41982,77.11509705,28.46626282,1247838323,1247838323
GSM,404,10,121,49811,77.121231,28.44548,1247838655,1247838655
GSM,404,10,121,49813,77.121752,28.442494,1247838624,1247838624
GSM,404,27,10125,12951,73.73817444,18.49342346,1459658397,1459658397
GSM,404,27,10125,9492,73.73817444,18.49342346,1459658397,1459658397
GSM,404,27,151,24013,74.08699036,19.48631287,1459754095,1459754095
GSM,404,10,139,44392,77.304611,28.543596,1249311517,1249311517
GSM,404,10,139,1982,77.309689,28.545296,1249311577,1249311577
GSM,404,10,139,51301,77.313766,28.547745,1249311577,1249311577
GSM,404,10,114,51301,77.309418,28.543854,1249311507,1249311507
GSM,404,10,114,46121,77.303695,28.541794,1249311507,1249311507
GSM,404,10,114,44392,77.31147766,28.54454041,1249311527,1249311527
GSM,404,10,137,49843,77.318786,28.551174,1344003829,1491438063
GSM,404,10,137,56052,77.31834412,28.55140686,1249311597,1249311597
GSM,404,10,137,49842,77.32547,28.554615,1344003829,1491438063
GSM,404,10,137,15351,77.323666,28.555355,1249311647,1249311647
GSM,404,10,137,12473,77.325607,28.556926,1249311707,1249311707
GSM,404,10,137,49841,77.317597,28.56249,1344003829,1491438063
GSM,404,10,137,12472,77.347262,28.543323,1249311758,1249311758
GSM,404,10,137,47662,77.321778,28.569946,1249311687,1249311687
GSM,404,10,137,25851,77.323608,28.56514,1249311687,1249311687
GSM,404,10,137,6393,77.330387,28.554206,1344003829,1491438063
GSM,404,10,137,6391,77.33337,28.560454,1344003829,1488541102
GSM,404,10,137,12471,77.334397,28.563151,1249311778,1249311778
GSM,404,10,137,42471,77.339052,28.561627,1344003834,1489334347
GSM,404,10,137,42472,77.34445,28.560826,1344003835,1488800352
GSM,404,10,137,2583,77.336884,28.56514,1249311798,1249311798
GSM,404,10,137,55842,77.336197,28.564453,1249311788,1249311788
GSM,404,10,137,2582,77.33757019,28.56651306,1249311798,1249311798
GSM,404,1,1460,38744,77.072525,28.233699,1344055323,1473634419
GSM,404,1,1460,38742,77.0755,28.234863,1344055323,1452639961
GSM,404,10,148,4351,77.1370697,28.43605042,1247840353,1247840353
GSM,404,10,121,1082,77.121964,28.444748,1247838533,1247838533
GSM,404,10,121,42643,77.122135,28.440342,1247838614,1247838614
GSM,404,10,121,40982,77.121964,28.43811,1247838604,1247838604
GSM,404,10,148,43513,77.12471008,28.43605042,1247838645,1247838645
GSM,404,10,121,43513,77.127064,28.438601,1247838715,1247838715
GSM,404,10,227,13822,77.133179,28.435822,1247838805,1247838805
GSM,404,37,46001,50593,74.50996399,34.35630798,1343749215,1343749215
GSM,404,37,44001,47321,74.455621,34.29294,1344184811,1452917891
GSM,404,37,44001,47392,74.454277,34.294235,1344165873,1344165873
GSM,404,37,44001,47572,74.459953,34.289246,1344185539,1452917891
GSM,404,37,44001,46361,74.463821,34.285446,1344185639,1452917891
GSM,404,37,44001,46621,74.463425,34.28215,1344185697,1452917849
GSM,404,37,44001,46623,74.46373,34.27803,1344185750,1452917849
GSM,404,37,44001,46371,74.464531,34.274368,1344185756,1452917849
GSM,404,37,44001,46373,74.460373,34.267502,1344185840,1452917849
GSM,404,37,44001,46391,74.458351,34.25766,1344166286,1344166286
GSM,404,37,44001,46392,74.453773,34.251366,1344166347,1344166347
GSM,404,37,44001,46431,74.449539,34.245758,1344166389,1344166389
GSM,404,37,44001,46433,74.448853,34.243698,1344166420,1344166420
GSM,404,37,44001,46432,74.451412,34.242075,1344166480,1344166480
GSM,404,37,44001,46613,74.456406,34.238892,1344166557,1344166557
GSM,404,37,44001,46611,74.46052551,34.23683167,1344166559,1344166559
GSM,404,37,44001,46612,74.463272,34.234085,1344166609,1344166609
GSM,404,37,44001,47283,74.469315,34.231339,1344166678,1344166678
GSM,404,37,44001,46562,74.484136,34.232712,1344166831,1344166831
GSM,404,37,44001,46561,74.503847,34.220259,1344167099,1344167099
GSM,404,37,44001,47372,74.509506,34.20433,1344167136,1344167136
GSM,404,37,44001,47293,74.515183,34.197372,1344167250,1344167250
GSM,404,37,44001,46953,74.523972,34.190598,1344167332,1344167332
GSM,404,37,44001,46952,74.530134,34.185333,1344167425,1344167425
GSM,404,37,44001,46253,74.537277,34.182205,1344167472,1344167472
UMTS,404,92,5012,210585,72.839325,19.08727,1344279507,1344405747
GSM,404,86,32006,10241,74.824905,15.554581,1344281486,1344281486
GSM,404,86,32022,672,74.507385,15.986464,1344290252,1344290252
GSM,404,86,32022,1051,74.509397,15.990123,1344290513,1344290513
GSM,404,86,32022,671,74.510056,16.005249,1344290460,1344290460
GSM,404,86,32022,40202,74.518032,16.015835,1344290554,1344290554
GSM,404,86,32022,6102,74.51408386,16.05171204,1344292851,1344292851
UMTS,404,92,5012,238224,72.839055,19.088073,1344305106,1344305106
UMTS,404,92,6010,107152,72.84004211,19.08805847,1344302955,1344302955
UMTS,404,92,5012,241844,72.840127,19.086685,1344342504,1344342504
GSM,404,24,10000,883,72.57087708,23.3026886,1344545656,1344545656
GSM,404,5,162,62823,72.579549,23.015645,1344333159,1344333159
GSM,404,5,141,41402,72.57275,23.020415,1344599388,1487631591
GSM,404,5,141,21151,72.580414,23.012543,1344599388,1481595110
GSM,404,5,141,21152,72.581795,23.010178,1344599388,1481595110
GSM,404,5,141,21153,72.581131,23.008438,1344599388,1481595110
GSM,404,5,162,62683,72.590103,23.006573,1344322469,1344322469
GSM,404,5,162,62681,72.593929,23.006058,1344322380,1344322380
GSM,404,5,162,62041,72.596283,23.006744,1344316889,1344316889
GSM,404,5,162,62702,72.595596,23.006432,1344322353,1344322353
GSM,404,5,162,62043,72.5986,23.008718,1344322303,1344322303
GSM,404,5,162,62701,72.600984,23.009755,1344322284,1344322284
GSM,404,5,162,62053,72.606092,23.008706,1344322214,1344322214
GSM,404,5,341,41779,72.605896,23.006973,1344599388,1427616905
GSM,404,5,162,62013,72.608808,23.007526,1344322233,1344322233
GSM,404,5,162,62012,72.614822,23.008347,1344317121,1344317121
GSM,404,5,162,62011,72.614365,23.007431,1344322083,1344322083
GSM,404,5,341,41749,72.618027,23.010178,1344317188,1344317188
GSM,404,5,341,41729,72.617844,23.011551,1344599394,1431745925
GSM,404,5,341,41735,72.622032,23.010178,1344317226,1344317226
GSM,404,5,341,41724,72.623405,23.009148,1344317244,1344317244
GSM,404,5,341,41725,72.625923,23.00869,1344599394,1431746483
GSM,404,5,341,41714,72.630615,23.007774,1344599394,1425206673
GSM,404,5,341,41389,72.630959,23.00683,1344317397,1344317397
GSM,404,5,341,41384,72.635297,23.004809,1344599394,1429484134
GSM,404,5,341,41185,72.637253,23.003883,1344599394,1479473993
GSM,404,5,341,41654,72.627286,22.999746,1344599394,1432740773
GSM,404,5,341,41149,72.641258,23.005028,1344599394,1479473993
GSM,404,5,341,41145,72.643661,23.004169,1344317582,1344317582
GSM,404,5,341,41164,72.645493,23.004227,1344599394,1387974792
GSM,404,5,261,61208,72.649057,23.003115,1344599394,1481547205
GSM,404,5,261,61136,72.653732,23.003311,1344599394,1476444472
GSM,404,5,261,61207,72.650871,23.001766,1344599394,1481547205
UMTS,404,5,3002,150834,72.650253,23.001892,1344321440,1344321440
UMTS,404,5,3002,143383,72.650528,23.001545,1344321354,1344321354
UMTS,404,5,3002,141484,72.64778137,23.00331116,1344321445,1344321445
UMTS,404,5,3002,150843,72.644929,23.003945,1344321516,1344321516
UMTS,404,5,3002,150845,72.64228821,23.00468445,1344321528,1344321528
UMTS,404,5,3002,141903,72.640598,23.004684,1344321606,1344321606
UMTS,404,5,3002,141904,72.63649,23.005219,1344321718,1344321718
UMTS,404,5,3002,141794,72.63237,23.00621,1344321761,1344321761
UMTS,404,5,3002,142834,72.630615,23.007431,1344321772,1344321772
UMTS,404,5,3002,142833,72.628212,23.00786,1344321865,1344321865
UMTS,404,5,3002,141804,72.623553,23.009197,1344321943,1344321943
UMTS,404,5,3002,141805,72.618223,23.009851,1344322048,1344322048
UMTS,404,5,3002,142444,72.61756897,23.01017761,1344322004,1344322004
GSM,404,5,162,62073,72.612534,23.006058,1344322097,1344322097
GSM,404,5,162,62682,72.591705,23.006058,1344322414,1344322414
GSM,404,5,162,62691,72.589142,23.006607,1344322486,1344322486
GSM,404,5,162,62662,72.584735,23.007431,1344322545,1344322545
GSM,404,5,162,62693,72.581635,23.007431,1344322575,1344322575
GSM,404,5,162,62663,72.58049,23.007889,1344322589,1344322589
GSM,404,5,162,62752,72.580833,23.012924,1344322688,1344322688
GSM,404,5,162,62753,72.579367,23.013548,1344322745,1344322745
GSM,404,34,55,22563,77.491722,27.968102,1344785306,1344810237
GSM,404,45,1412,60191,77.939058,13.000493,1344836018,1449291381
GSM,404,45,1412,25283,77.941759,12.996617,1344836018,1475927872
GSM,404,45,1412,25682,77.940179,13.005088,1344836018,1451082769
GSM,404,71,2322,22196,77.939121,12.994766,1344836018,1476585541
GSM,404,71,2322,22206,77.936067,12.998371,1344836018,1476585541
UMTS,404,19,38011,52510114,76.284256,9.963455,1344836435,1462624261
GSM,404,34,55,22562,77.488907,27.969131,1344810675,1344810675
GSM,404,45,2230,7342,77.546921,12.934036,1344845780,1454198342
GSM,404,45,2230,24203,77.54425,12.932968,1344845856,1445553669
GSM,404,45,2230,3442,77.544907,12.932849,1344845861,1454198342
GSM,404,43,2011,6672,77.292938,10.687638,1344854479,1451865779
GSM,404,45,22301,7143,77.557228,12.940865,1344906175,1456525137
GSM,404,94,30,51383,77.69874573,8.682632446,1344947146,1344947146
